Date,Agency,SubAgency,RIN,FRDOC,SignatureDate,SignatoryName,SignatoryTitle,ImportantDates,Addresses,ContactforFurtherInfo,SubjectList,Agency2,Action,Summary
FR-2010-09-15.xml,"<AGENCY TYPE=""S"">ENVIRONMENTAL PROTECTION AGENCY</AGENCY>
",None,None,"<FRDOC>[FR Doc. C1-2010-17776 Filed 9-14-10; 8:45 am]</FRDOC>
",None,None,None,None,None,None,None,None,None,None
FR-2010-09-15.xml,"<AGENCY TYPE=""N"">DEPARTMENT OF HEALTH AND HUMAN SERVICES</AGENCY>
","<SUBAGY>Centers for Medicare &amp; Medicaid Services</SUBAGY>
",None,"<FRDOC>[FR Doc. 2010-23179 Filed 9-14-10; 8:45 am]</FRDOC>
",None,None,None,None,None,None,None,None,None,None
FR-2010-09-15.xml,"<AGENCY TYPE=""N"">DEPARTMENT OF HOMELAND SECURITY</AGENCY>
","<SUBAGY>Coast Guard</SUBAGY>
",None,"<FRDOC>[FR Doc. 2010-23172 Filed 9-14-10; 8:45 am]</FRDOC>
",None,None,None,None,None,None,None,None,None,None
FR-2010-09-15.xml,"<AGENCY TYPE=""N"">DEPARTMENT OF COMMERCE</AGENCY>
","<SUBAGY>National Oceanic and Atmospheric Administration</SUBAGY>
","<RIN>RIN 0648-XZ00</RIN>
","<FRDOC>[FR Doc. 2010-23018 Filed 9-10-10; 4:15 pm]</FRDOC>
","<DATED>Dated: September 10, 2010</DATED>
","<NAME>Emily H. Menashes,</NAME>
","<TITLE>Acting Director, Office of Sustainable Fisheries, National Marine Fisheries Service.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>Effective 0001 hrs local time, September 14, 2010, through December 31, 2010.</P>
 </DATES>
",None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Lindsey Feldman, Fishery Management Specialist, (978) 675-2179.</P>
 </FURINF>
",None,"['', '<P>National Marine Fisheries Service (NMFS), National Oceanic and Atmospheric Administration (NOAA), Commerce.</P>\n']","['', '<P>Temporary rule; closure.</P>\n']","['', '<P>NMFS announces that, effective 0001 hours, September 14, 2010, federally permitted vessels may not fish for, catch, possess, transfer, or land more than 2,000 lb (907.2 kg) of Atlantic herring in or from Management Area 1B (Area 1B) per trip or calendar day until January 1, 2011, when the 2011 total allowable catch (TAC) becomes available, except for transiting purposes as described in this notice. This action is based on the determination that 95 percent of the Atlantic herring TAC allocated to Area 1B for 2010 is projected to be harvested by September 14, 2010. Regulations governing the Atlantic herring fishery require publication of this notification to advise vessel permit holders that no TAC is available for the directed fishery for Atlantic herring harvested from Area 1B.</P>\n']"
FR-2010-09-15.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF COMMERCE</AGENCY>
","<SUBAGY>National Oceanic and Atmospheric Administration</SUBAGY>
","<RIN>RIN 0648-XZ05</RIN>
","<FRDOC>[FR Doc. 2010-23020 Filed 9-10-10; 4:15 pm]</FRDOC>
","<DATED>Dated: September 10, 2010.</DATED>
","<NAME>Emily H. Menashes,</NAME>
","<TITLE>Acting Director, Office of Sustainable Fisheries, National Marine Fisheries Service.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>Effective 1200 hrs, Alaska local time (A.l.t.), September 13, 2010, through 2400 hrs, A.l.t., December 31, 2010.</P>
 </DATES>
",None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Josh Keaton, 907-586-7228.</P>
 </FURINF>
",None,"['', '<P>National Marine Fisheries Service (NMFS), National Oceanic and Atmospheric Administration (NOAA), Commerce.</P>\n']","['', '<P>Temporary rule; closure.</P>\n']","['', '<P>NMFS is prohibiting directed fishing for Pacific cod by vessels catching Pacific cod for processing by the inshore component in the Central Regulatory Area of the Gulf of Alaska (GOA). This action is necessary to prevent exceeding the 2010 Pacific total allowable catch (TAC) apportioned to vessels catching Pacific cod for processing by the inshore component of the Central Regulatory Area of the GOA.</P>\n']"
FR-2010-09-15.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF COMMERCE</AGENCY>
","<SUBAGY>National Oceanic and Atmospheric Administration</SUBAGY>
","<RIN>RIN 0648-XZ06</RIN>
","<FRDOC>[FR Doc. 2010-23021 Filed 9-10-10; 4:15 pm]</FRDOC>
","<DATED>Dated: September 10, 2010.</DATED>
","<NAME>Emily H. Menashes,</NAME>
","<TITLE>Acting Director, Office of Sustainable Fisheries, National Marine Fisheries Service.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>Effective 1200 hrs, Alaska local time (A.l.t.), September 11, 2010, through 1200 hrs, A.l.t., October 1, 2010. Comments must be received at the following address no later than 4:30 p.m., A.l.t., September 27, 2010.</P>
 </DATES>
","<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 <P>Send comments to Sue Salveson, Assistant Regional Administrator, Sustainable Fisheries Division, Alaska Region, NMFS, Attn: Ellen Sebastian. You may submit comments, identified by RIN 0648-XZ06, by any one of the following methods:</P>
 
 <P>•Electronic Submissions: Submit all electronic public comments via the Federal eRulemaking Portal<E T=""03"">http://www.regulations.gov</E>.</P>
 <P>•Mail: P.O. Box 21668, Juneau, AK 99802.</P>
 <P>•Fax: (907) 586-7557.</P>
 <P>•Hand delivery to the Federal Building: 709 West 9th Street, Room 420A, Juneau, AK.</P>
 
 <P>All comments received are a part of the public record. No comments will be posted to<E T=""03"">http://www.regulations.gov</E>for public viewing until after the comment period has closed. Comment will generally be posted without change. All Personal Identifying Information (for example, name, address, etc.) voluntarily submitted by the commenter may be publicly accessible. Do not submit Confidential Business Information or otherwise sensitive or protected information.</P>
 <P>NMFS will accept anonymous comments (enter N/A in the required fields, if you wish to remain anonymous). You may submit attachments to electronic comments in Microsoft Word, Excel, WordPerfect, or Adobe PDF file formats only.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Josh Keaton, 907-586-7228.</P>
 </FURINF>
",None,"['', '<P>National Marine Fisheries Service (NMFS), National Oceanic and Atmospheric Administration (NOAA), Commerce.</P>\n']","['', '<P>Temporary rule; modification of a closure.</P>\n']","['', '<P>NMFS is opening directed fishing for shallow-water species by vessels using trawl gear in the Gulf of Alaska (GOA). This action is necessary to fully use the fourth seasonal apportionment of the 2010 Pacific halibut bycatch allowance specified for the trawl shallow-water species fishery in of the GOA.</P>\n']"
FR-2010-09-15.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF COMMERCE</AGENCY>
","<SUBAGY>National Oceanic and Atmospheric Administration</SUBAGY>
","<RIN>RIN 0648-XZ04</RIN>
","<FRDOC>[FR Doc. 2010-23025 Filed 9-10-10; 4:15 pm]</FRDOC>
","<DATED>Dated: September 10, 2010.</DATED>
","<NAME>Emily H. Menashes,</NAME>
","<TITLE>Acting Director, Office of Sustainable Fisheries, National Marine Fisheries Service.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>Effective 1200 hrs, Alaska local time (A.l.t.), September 10, 2010, through 1200 hrs, A.l.t., October 1, 2010.</P>
 </DATES>
",None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Obren Davis, 907-586-7228.</P>
 </FURINF>
",None,"['', '<P>National Marine Fisheries Service (NMFS), National Oceanic and Atmospheric Administration (NOAA), Commerce.</P>\n']","['', '<P>Temporary rule; closure.</P>\n']","['', '<P>NMFS is prohibiting directed fishing for pollock in Statistical Area 610 in the Gulf of Alaska (GOA). This action is necessary to prevent exceeding the C season allowance of the 2010 total allowable catch (TAC) of pollock for Statistical Area 610 in the GOA.</P>\n']"
FR-2010-09-15.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF JUSTICE</AGENCY>
",None,"<RIN>RIN 1190-AA46</RIN>
","<FRDOC>[FR Doc. 2010-21821 Filed 9-14-10; 8:45 am]</FRDOC>
","<DATED>Dated: July 23, 2010.</DATED>
","<NAME>Eric H. Holder, Jr.,</NAME>
","<TITLE>Attorney General.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>
 <E T=""03"">Effective Date:</E>March 15, 2011.</P>
 </DATES>
",None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Janet L. Blizard, Deputy Chief, or Barbara J. Elkin, Attorney Advisor, Disability Rights Section, Civil Rights Division, U.S. Department of Justice, at (202) 307-0663 (voice or TTY). This is not a toll-free number. Information may also be obtained from the Department's toll-free ADA Information Line at (800) 514-0301 (voice) or (800) 514-0383 (TTY).</P>
 
 <P>This rule is also available in an accessible format on the ADA Home Page at<E T=""03"">http://www.ada.gov.</E>You may obtain copies of this rule in large print or on computer disk by calling the ADA Information Line listed above.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects for 28 CFR Part 35</HD>
 <P>Administrative practice and procedure, Buildings and facilities, Civil rights, Communications, Individuals with disabilities, Reporting and recordkeeping requirements, State and local governments.</P>
 </LSTSUB>
","['', '<P>Department of Justice, Civil Rights Division.</P>\n']","['', '<P>Final rule.</P>\n']","['', ""<P>This final rule revises the regulation of the Department of Justice (Department) that implements title II of the Americans with Disabilities Act (ADA), relating to nondiscrimination on the basis of disability in State and local government services. The Department is issuing this final rule in order to adopt enforceable accessibility standards under the ADA that are consistent with the minimum guidelines and requirements issued by the Architectural and Transportation Barriers Compliance Board (Access Board), and to update or amend certain provisions of the title II regulation so that they comport with the Department's legal and practical experiences in enforcing the ADA since 1991. Concurrently with the publication of this final rule for title II, the Department is publishing a final rule amending its ADA title III regulation, which covers nondiscrimination on the basis of disability by public accommodations and in commercial facilities.</P>\n""]"
FR-2010-09-15.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF JUSTICE</AGENCY>
",None,"<RIN>RIN 1190-AA44</RIN>
","<FRDOC>[FR Doc. 2010-21824 Filed 9-14-10; 8:45 am]</FRDOC>
","<DATED>Dated: July 23, 2010.</DATED>
","<NAME>Eric H. Holder, Jr.,</NAME>
","<TITLE>Attorney General.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Janet L. Blizard, Deputy Chief, or Christina Galindo-Walsh, Attorney Advisor, Disability Rights Section, Civil Rights Division, U.S. Department of Justice, at (202) 307-0663 (voice or TTY). This is not a toll-free number. Information may also be obtained from the Department's toll-free ADA Information Line at (800) 514-0301 (voice) or (800) 514-0383 (TTY).</P>
 
 <P>This rule is also available in an accessible format on the ADA Home Page at<E T=""03"">http://www.ada.gov.</E>You may obtain copies of this rule in large print or on computer disk by calling the ADA Information Line listed above.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects for 28 CFR Part 36</HD>
 <P>Administrative practice and procedure, Buildings and facilities, Business and industry, Civil rights, Individuals with disabilities, Penalties, Reporting and recordkeeping requirements.</P>
 </LSTSUB>
","['', '<P>Department of Justice, Civil Rights Division.</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>This final rule revises the Department of Justice (Department) regulation that implements title III of the Americans with Disabilities Act<PRTPAGE P=""56237""/>(ADA), relating to nondiscrimination on the basis of disability by public accommodations and in commercial facilities. The Department is issuing this final rule in order to adopt enforceable accessibility standards under the Americans with Disabilities Act of 1990 (ADA) that are consistent with the minimum guidelines and requirements issued by the Architectural and Transportation Barriers Compliance Board, and to update or amend certain provisions of the title III regulation so that they comport with the Department\'s legal and practical experiences in enforcing the ADA since 1991. Concurrently with the publication of the final rule for title III, the Department is publishing a final rule amending its ADA title II regulation, which covers nondiscrimination on the basis of disability in State and local government services.</P>\n']"
FR-2010-09-15.xml,"<AGENCY TYPE=""S"">ENVIRONMENTAL PROTECTION AGENCY</AGENCY>
",None,None,"<FRDOC>[FR Doc. 2010-22670 Filed 9-14-10; 8:45 am]</FRDOC>
","<DATED>Dated: August 31, 2010.</DATED>
","<NAME>Al Armendariz,</NAME>
","<TITLE>Regional Administrator, Region 6.</TITLE>
",None,"<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 
 <P>EPA has established a docket for this action on New Source Review (NSR) Nonattainment NSR (NNSR) Program for the 1-Hour Ozone Standard and the 1997 8-Hour Ozone Standard, NSR Reform, and a specific Standard Permit under Docket ID No. EPA-R06-OAR-2006-0133. The docket for the action on the definition of BACT is in Docket ID No. EPA-R06-OAR-2005-TX-0025. All documents in these dockets are listed on the<E T=""03"">http://www.regulations.gov</E>Web site. Although listed in the index, some information is not publicly available,<E T=""03"">e.g.,</E>confidential business information or other information whose disclosure is restricted by statute. Certain other material, such as copyrighted material, is not placed on the Internet and will be publicly available only in hard copy form. Publicly available docket materials are available either electronically through<E T=""03"">http://www.regulations.gov</E>or in hard copy at the Air Permits Section (6PD-R), Environmental Protection Agency, 1445 Ross Avenue, Suite 700, Dallas, Texas 75202-2733. The file will be made available by appointment for public inspection in the Region 6 FOIA Review Room between the hours of 8:30 a.m. and 4:30 p.m. weekdays except for legal holidays. Contact the person listed in the<E T=""02"">FOR FURTHER INFORMATION CONTACT</E>paragraph below to make an appointment. If possible, please make the appointment at least two working days in advance of your visit. There will be a 15 cent per page fee for making photocopies of documents. On the day of the visit, please check in at the EPA Region 6 reception area at 1445 Ross Avenue, Suite 700, Dallas, Texas.</P>
 <P>The State submittal, which is part of the EPA record, is also available for public inspection at the State Air Agency listed below during official business hours by appointment:</P>
 <P>Texas Commission on Environmental Quality, Office of Air Quality, 12124 Park 35 Circle, Austin, Texas 78753.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>Mr. Stanley M. Spruiell, Air Permits Section (6PD-R), Environmental Protection Agency, Region 6, 1445 Ross Avenue, Suite 700, Dallas, Texas 75202-2733, telephone (214) 665-7212; fax number 214-665-7263; e-mail address<E T=""03"">spruiell.stanley@epa.gov</E>.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 40 CFR Part 52</HD>
 <P>Environmental protection, Air pollution control, Carbon monoxide, Incorporation by reference, Intergovernmental relations, Lead, Nitrogen dioxide, Ozone, Particulate matter, Reporting and recordkeeping requirements, Sulfur oxides, Volatile organic compounds.</P>
 </LSTSUB>
","['', '<P>Environmental Protection Agency.</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>EPA is taking these actions under section 110, part C, and part D, of the Federal Clean Air Act (the Act or CAA).</P>\n']"
FR-2010-09-16.xml,"<AGENCY TYPE=""F"">DEPARTMENT OF HOMELAND SECURITY</AGENCY>
","<SUBAGY>Coast Guard</SUBAGY>
","<RIN>RIN 1625-AA00</RIN>
","<FRDOC>[FR Doc. 2010-23177 Filed 9-15-10; 8:45 am]</FRDOC>
","<DATED>Dated: August 30, 2010.</DATED>
","<NAME>R.T. Gatlin,</NAME>
","<TITLE>Captain, U.S. Coast Guard, Acting Captain of the Port Delaware Bay.</TITLE>
",None,"<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 
 <P>Documents indicated in this preamble as being available in the docket are part of docket USCG-2010-0817 and are available online by going to<E T=""03"">http://www.regulations.gov,</E>inserting USCG-2010-0817 in the “Keyword” box, and then clicking “Search.” They are also available for inspection or copying at the Docket Management Facility (M-30), U.S. Department of Transportation, West Building Ground Floor, Room W12-140, 1200 New Jersey Avenue, SE., Washington, DC 20590, between 9 a.m. and 5 p.m., Monday through Friday, except Federal holidays.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>If you have questions on this temporary rule, call or e-mail Lieutenant Corrina Ott, Chief of Waterways Management Branch, Coast Guard; telephone 215-271-4902, e-mail<E T=""03"">Corrina.Ott@uscg.mil.</E>If you have questions on viewing the docket, call Renee V. Wright, Program Manager, Docket Operations, telephone 202-366-9826.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 33 CFR Part 165</HD>
 <P>Harbors, Marine safety, Navigation (water), Reporting and recordkeeping requirements, Security measures, Waterways.</P>
 </LSTSUB>
","['', '<P>Coast Guard, DHS.</P>\n']","['', '<P>Temporary final rule.</P>\n']","['', '<P>The Coast Guard is establishing a temporary safety zone in an area of the Atlantic Ocean, Ocean City, NJ. The temporary safety zone will restrict vessel traffic from a portion of the Atlantic Ocean during the Ocean City Beachfront Air Show, which is an aerial demonstration to be held over the waters of the Atlantic Ocean. The temporary safety zone is necessary to provide for the safety of mariners on navigable waters during the aerial demonstration.</P>\n']"
FR-2010-09-16.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF HOMELAND SECURITY</AGENCY>
","<SUBAGY>Coast Guard</SUBAGY>
","<RIN>RIN 1625-AA00</RIN>
","<FRDOC>[FR Doc. 2010-23178 Filed 9-15-10; 8:45 am]</FRDOC>
","<DATED>Dated: August 16, 2010.</DATED>
","<NAME>S.T. Higman,</NAME>
","<TITLE>Lieutenant Commander, U.S. Coast Guard, Acting, Captain of the Port Pittsburgh.</TITLE>
",None,"<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 
 <P>Documents indicated in this preamble as being available in the docket, are part of docket USCG-2010-0723 and are available online by going to<E T=""03"">http://www.regulations.gov,</E>inserting USCG-2010-0723 in the “Keyword” box, and then clicking “Search.” This material is also available for inspection or copying at the Docket Management Facility (M-30), U.S. Department of Transportation, West Building Ground Floor, Room W12-140, 1200 New Jersey Avenue, SE., Washington, DC 20590, between 9 a.m. and 5 p.m., Monday through Friday, except Federal holidays.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>If you have questions on this temporary rule, call or e-mail ENS Robyn Hoskins, Marine Safety Unit Pittsburgh, Coast Guard; telephone 412-644-5808 Ext. 2140, e-mail<E T=""03"">Robyn.G.Hoskins@uscg.mil.</E>If you have questions on viewing the docket, call Renee V. Wright, Program Manager, Docket Operations, telephone 202-366-9826.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 33 CFR Part 165</HD>
 <P>Harbors, Marine safety, Navigation (water), Reporting and recordkeeping requirements, Security Measures, Waterways.</P>
 </LSTSUB>
","['', '<P>Coast Guard, DHS.</P>\n']","['', '<P>Temporary final rule.</P>\n']","['', '<P>The Coast Guard is establishing a safety zone from Mile Marker 90.2 to Mile Marker 90.5 on the Ohio River extending the full width of the river. The safety zone is needed to protect spectators and marine traffic during the Wheeling Heritage Port Sternwheel Foundation fireworks display. Entry into the safety zone is prohibited, unless specifically authorized by the Captain of the Port Pittsburgh or a designated representative.</P>\n']"
FR-2010-09-16.xml,"<AGENCY TYPE=""N"">POSTAL SERVICE</AGENCY>
",None,None,"<FRDOC>[FR Doc. 2010-23031 Filed 9-15-10; 8:45 am]</FRDOC>
",None,"<NAME>Neva R. Watson,</NAME>
","<TITLE>Attorney, Legislative.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Marlo Kay Ivey, Marketing Specialist, Postage Technology Management, U.S. Postal Service, at 202-268-7613.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 39 CFR Part 501</HD>
 <P>Postal Service.</P>
 </LSTSUB>
","['', '<P>Postal Service<E T=""51"">TM</E>.</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>The Postal Service is revising its regulations to require that companies that manufacture and distribute postage evidencing systems (\xe2\x80\x9cCompany or Companies\xe2\x80\x9d) engage a qualified, independent audit firm to perform an examination of and provide an opinion on the design and operating effectiveness of relevant internal control activities performed by the Companies as service providers to the Postal Service under the Statement on Auditing Standards (SAS) No. 70 (\xe2\x80\x9cSAS 70\xe2\x80\x9d).</P>\n']"
FR-2010-09-16.xml,"<AGENCY TYPE=""N"">ENVIRONMENTAL PROTECTION AGENCY</AGENCY>
",None,"<RIN>RIN 2070-AJ59</RIN>
","<FRDOC>[FR Doc. 2010-23131 Filed 9-15-10 8:45 am]</FRDOC>
","<DATED>Dated: September 8, 2010.</DATED>
","<NAME>Stephen A. Owens,</NAME>
","<TITLE>Assistant Administrator, Office of Chemical Safety and Pollution Prevention.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>This final rule is effective October 18, 2010.</P>
 </DATES>
","<ADD>
 <PRTPAGE P=""56473""/>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 
 <P>EPA has established a docket for this action under docket identification (ID) number EPA-HQ-OPPT-2009-0894. All documents in the docket are listed in the docket index available at<E T=""03"">http://www.regulations.gov</E>. Although listed in the index, some information is not publicly available, e.g., Confidential Business Information (CBI) or other information whose disclosure is restricted by statute. Certain other material, such as copyrighted material, is not placed on the Internet and will be publicly available only in hard copy form. Publicly available docket materials are available in the electronic docket at<E T=""03"">http://www.regulations.gov</E>, or, if only available in hard copy, at the OPPT Docket. The OPPT Docket is located in the EPA Docket Center (EPA/DC) at Rm. 3334, EPA West Bldg., 1301 Constitution Ave., NW., Washington, DC. The EPA/DC Public Reading Room hours of operation are 8:30 a.m. to 4:30 p.m., Monday through Friday, excluding legal holidays. The telephone number of the EPA/DC Public Reading Room is (202) 566-1744, and the telephone number for the OPPT Docket is (202) 566-0280. Docket visitors are required to show photographic identification, pass through a metal detector, and sign the EPA visitor log. All visitor bags are processed through an X-ray machine and subject to search. Visitors will be provided an EPA/DC badge that must be visible at all times in the building and returned upon departure.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>
 <E T=""03"">For technical information contact</E>: Jessica Barkas, Chemical Control Division (7405M), Office of Pollution Prevention and Toxics, Environmental Protection Agency, 1200 Pennsylvania Ave., NW., Washington, DC 20460-0001; telephone number: (202) 250-8880; e-mail address:<E T=""03"">barkas.jessica@epa.gov</E>.</P>
 <P>
 <E T=""03"">For general information contact</E>: The TSCA-Hotline, ABVI-Goodwill, 422 South Clinton Ave., Rochester, NY 14620; telephone number: (202) 554-1404; e-mail address:<E T=""03"">TSCA-Hotline@epa.gov</E>.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 40 CFR Part 790</HD>
 <P>Environmental protection, Chemicals, Hazardous substances, Reporting and recordkeeping requirements.</P>
 </LSTSUB>
","['', '<P>Environmental Protection Agency (EPA).</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>EPA is revising the procedures for developing Enforceable Consent Agreements (ECAs) to generate test data under the Toxic Substances Control Act (TSCA). The main features of the ECA process that EPA is changing include when and how to initiate negotiations and inserting a firm deadline at which negotiations will terminate. EPA is also deleting, modifying, or consolidating several sections of 40 CFR part 790 to place the ECA provisions in one section and the Interagency Testing Committee (ITC) provisions in a separate section, to make it clearer that there is one ECA negotiation procedure applicable to all circumstances when an ECA would be appropriate, and to make conforming changes in other sections that reference the ECA procedures.</P>\n']"
